Port,Protocol,Count
1021,IPv6,8
12272,ICMP,1
34062,UDP,1
56788,ICMP,1
35916,ICMPv6,1
702,TCP,8
824,UDP,13
835,TCP,6
325,ESP,6
458,ESP,10
439,GRE,13
878,ICMP,9
49,ICMP,10
745,ICMP,11
306,GRE,11
968,TCP,12
957,UDP,9
612,ICMP,12
59153,ICMP,1
1020,IPv6,8
34717,ICMPv6,1
13113,ICMPv6,1
45450,AH,1
61236,ICMPv6,1
459,ESP,10
703,TCP,14
64524,AH,1
326,ESP,10
34642,GRE,1
63633,ICMPv6,1
307,GRE,5
18010,ICMPv6,1
969,TCP,13
958,UDP,14
59150,ICMP,1
836,TCP,14
825,UDP,3
6233,AH,1
41440,IPv6,1
61978,IPv6,1
25417,UDP,1
31432,UDP,1
59831,ESP,1
748,ICMP,7
615,ICMP,5
14892,TCP,1
39746,ICMPv6,1
309,GRE,13
59811,GRE,1
58033,UDP,1
28189,TCP,1
38236,AH,1
52405,ESP,1
2483,IPv6,1
327,ESP,8
54915,GRE,1
58469,IPv6,1
49515,TCP,1
747,ICMP,12
959,UDP,13
308,GRE,7
53147,TCP,1
704,TCP,5
826,UDP,7
837,TCP,9
614,ICMP,13
60133,ICMP,1
54122,ICMP,1
56862,UDP,1
56785,ICMP,1
10688,ESP,1
328,ESP,11
7300,AH,1
29121,TCP,1
617,ICMP,11
62309,ICMPv6,1
58819,OSPF,1
65062,ICMPv6,1
705,TCP,8
12708,AH,1
838,TCP,11
827,UDP,8
28627,GRE,1
58740,GRE,1
49462,OSPF,1
54339,UDP,1
329,ESP,12
616,ICMP,12
35266,TCP,1
57676,GRE,1
11164,TCP,1
55537,UDP,1
749,ICMP,8
706,TCP,12
839,TCP,11
828,UDP,13
7794,GRE,1
70,OSPF,12
56213,GRE,1
14399,AH,1
54938,ESP,1
64183,TCP,1
64172,UDP,1
8099,OSPF,1
829,UDP,14
64753,GRE,1
15465,AH,1
619,ICMP,10
61187,AH,1
707,TCP,12
63575,ESP,1
57697,ESP,1
62664,ICMP,1
58295,UDP,1
63556,GRE,1
12653,IPv6,1
30831,ESP,1
56233,ESP,1
35839,GRE,1
23096,OSPF,1
708,TCP,14
64621,GRE,1
618,ICMP,8
58818,OSPF,1
59715,AH,1
27605,ICMP,1
63013,IPv6,1
49133,ESP,1
81,ICMPv6,14
21405,OSPF,1
72,OSPF,5
38986,UDP,1
57690,ESP,1
50777,TCP,1
53185,ICMP,1
55274,GRE,1
709,TCP,5
73,OSPF,5
14676,ICMP,1
20281,ESP,1
80,ICMPv6,10
21415,ICMPv6,1
43480,OSPF,1
71,OSPF,11
50632,UDP,1
2944,ICMP,1
55292,ESP,1
780,ICMPv6,10
53996,ESP,1
19337,OSPF,1
54094,ESP,1
20338,OSPF,1
56249,AH,1
56992,UDP,1
14898,TCP,1
51888,ICMP,1
59044,OSPF,1
20131,GRE,1
37959,IPv6,1
54636,IPv6,1
43329,ICMP,1
60025,OSPF,1
49630,UDP,1
781,ICMPv6,8
62693,ICMPv6,1
13058,ESP,1
62375,ESP,1
44317,ICMPv6,1
771,OSPF,10
75,OSPF,6
10538,GRE,1
2972,ICMPv6,1
20572,ICMP,1
58813,OSPF,1
470,AH,17
60026,OSPF,1
60159,OSPF,1
50268,ESP,1
56343,GRE,1
50645,TCP,1
53394,UDP,1
60390,ICMP,1
45438,ESP,1
49640,TCP,1
782,ICMPv6,9
58514,AH,1
39308,AH,1
53617,AH,1
50555,ICMP,1
770,OSPF,10
15321,ESP,1
49377,GRE,1
56872,TCP,1
30664,IPv6,1
74,OSPF,7
51976,TCP,1
2654,ESP,1
61495,ICMPv6,1
62699,ICMPv6,1
471,AH,7
24038,OSPF,1
85,ICMPv6,3
54598,UDP,1
21331,GRE,1
39557,ESP,1
640,OSPF,9
773,OSPF,8
21597,GRE,1
55145,GRE,1
55278,GRE,1
77,OSPF,8
61175,ESP,1
20651,UDP,1
472,AH,8
2409,AH,1
84,ICMPv6,10
65187,OSPF,1
37536,TCP,1
49261,ESP,1
49893,UDP,1
53867,ESP,1
18060,GRE,1
53055,ICMP,1
21107,AH,1
772,OSPF,10
76,OSPF,4
12359,UDP,1
44878,TCP,1
48573,TCP,1
473,AH,6
340,AH,13
17902,OSPF,1
83,ICMPv6,12
290,IPv6,11
32141,AH,1
55963,IPv6,1
1024,IPv6,4
56379,AH,1
62352,GRE,1
642,OSPF,7
775,OSPF,5
31383,ICMPv6,1
51837,UDP,1
10717,ICMP,1
51704,UDP,1
48145,ICMPv6,1
79,OSPF,14
341,AH,6
51319,GRE,1
61172,ESP,1
63589,AH,1
1023,IPv6,7
82,ICMPv6,16
52238,IPv6,1
61020,GRE,1
52954,ICMP,1
474,AH,11
7693,AH,1
2707,OSPF,1
25499,OSPF,1
2194,TCP,1
51204,ESP,1
641,OSPF,8
774,OSPF,7
54633,IPv6,1
78,OSPF,9
6363,AH,1
28836,OSPF,1
51646,ICMPv6,1
50136,AH,1
6219,GRE,1
292,IPv6,14
787,ICMPv6,12
53731,AH,1
23284,UDP,1
475,AH,12
342,AH,8
31388,OSPF,1
55597,OSPF,1
520,ICMPv6,11
653,ICMPv6,11
55340,ICMPv6,1
511,OSPF,11
777,OSPF,8
644,OSPF,11
44633,TCP,1
62619,TCP,1
210,AH,10
291,IPv6,12
788,ICMPv6,11
17419,IPv6,1
476,AH,11
1781,OSPF,1
343,AH,8
61407,UDP,1
33653,OSPF,1
652,ICMPv6,6
21732,TCP,1
643,OSPF,16
510,OSPF,14
20444,ICMP,1
776,OSPF,7
89,ICMPv6,9
64638,ESP,1
46358,IPv6,1
48999,IPv6,1
42104,TCP,1
294,IPv6,7
211,AH,11
161,IPv6,12
789,ICMPv6,12
477,AH,14
344,AH,8
45323,ESP,1
41919,ICMP,1
651,ICMPv6,14
48592,TCP,1
88,ICMPv6,9
64639,ESP,1
49318,OSPF,1
513,OSPF,10
54140,ICMPv6,1
33792,ICMPv6,1
779,OSPF,12
646,OSPF,5
25238,OSPF,1
65158,ICMP,1
212,AH,7
160,IPv6,10
45568,GRE,1
293,IPv6,13
86,ICMPv6,15
478,AH,20
345,AH,9
39726,ICMP,1
45454,ESP,1
650,ICMPv6,11
570,GRE,11
87,ICMPv6,8
645,OSPF,10
512,OSPF,9
778,OSPF,8
55467,OSPF,1
213,AH,7
296,IPv6,10
163,IPv6,3
22934,TCP,1
59817,ESP,1
479,AH,9
346,AH,9
25053,ESP,1
783,ICMPv6,9
590,ESP,6
51155,IPv6,1
571,GRE,5
524,ICMPv6,14
657,ICMPv6,11
35884,AH,1
52192,TCP,1
515,OSPF,11
648,OSPF,13
44541,ICMP,1
295,IPv6,12
28191,TCP,1
162,IPv6,10
214,AH,13
24276,ICMP,1
47981,ESP,1
347,AH,9
784,ICMPv6,15
591,ESP,6
572,GRE,7
9113,TCP,1
33172,IPv6,1
523,ICMPv6,4
61414,TCP,1
656,ICMPv6,11
16623,GRE,1
647,OSPF,9
26384,ESP,1
514,OSPF,9
51,ICMP,12
165,IPv6,8
518,OSPF,14
62551,OSPF,1
215,AH,7
348,AH,10
51286,IPv6,1
785,ICMPv6,3
298,IPv6,10
592,ESP,10
573,GRE,7
881,ICMP,9
440,GRE,9
61352,OSPF,1
522,ICMPv6,6
655,ICMPv6,8
61490,ICMPv6,1
45155,IPv6,1
517,OSPF,7
52352,IPv6,1
50,ICMP,8
164,IPv6,9
297,IPv6,10
60347,TCP,1
216,AH,15
349,AH,12
786,ICMPv6,12
49421,ICMP,1
60293,ICMPv6,1
460,ESP,5
970,TCP,15
593,ESP,11
47735,AH,1
880,ICMP,18
574,GRE,8
441,GRE,14
15313,ESP,1
30982,AH,2
35921,OSPF,1
53867,AH,1
521,ICMPv6,12
654,ICMPv6,9
62214,GRE,1
649,OSPF,16
516,OSPF,9
14615,UDP,1
59519,IPv6,1
53,ICMP,12
56507,ICMP,1
217,AH,4
42523,IPv6,1
40097,TCP,1
594,ESP,23
58748,ESP,1
461,ESP,11
167,IPv6,9
750,ICMP,14
442,GRE,4
575,GRE,9
960,UDP,11
971,TCP,10
12032,OSPF,1
33706,UDP,1
63720,ICMP,1
883,ICMP,7
44306,OSPF,1
13373,ICMPv6,1
528,ICMPv6,11
54,ICMP,16
63097,UDP,1
519,OSPF,15
52,ICMP,10
59945,ESP,1
595,ESP,9
24226,UDP,1
462,ESP,11
45467,AH,1
299,IPv6,6
166,IPv6,7
36164,ICMPv6,1
310,GRE,9
882,ICMP,5
443,GRE,11
961,UDP,6
972,TCP,9
43692,TCP,1
218,AH,9
65402,IPv6,1
527,ICMPv6,9
576,GRE,11
63300,ESP,1
10,TCP,10
33205,ESP,1
7981,ICMP,1
24013,ICMP,1
330,ESP,14
596,ESP,9
463,ESP,10
169,IPv6,14
51461,AH,1
16809,ICMP,1
9794,IPv6,1
311,GRE,12
962,UDP,7
973,TCP,6
38684,OSPF,1
23028,UDP,1
885,ICMP,6
840,TCP,12
752,ICMP,11
29120,UDP,1
33704,UDP,1
50263,AH,1
219,AH,14
526,ICMPv6,11
659,ICMPv6,12
45284,IPv6,1
65241,TCP,1
577,GRE,7
55527,TCP,1
59001,ICMP,1
444,GRE,13
56,ICMP,13
11,TCP,6
62656,ICMP,1
59814,ESP,1
45768,OSPF,1
464,ESP,7
597,ESP,11
331,ESP,11
168,IPv6,7
963,UDP,12
974,TCP,8
884,ICMP,11
830,UDP,11
29265,TCP,1
841,TCP,10
751,ICMP,6
61709,IPv6,1
46533,AH,1
525,ICMPv6,9
65533,IPv6,1
658,ICMPv6,8
65362,UDP,1
55,ICMP,15
312,GRE,3
445,GRE,18
578,GRE,9
57412,ESP,1
12,TCP,3
332,ESP,14
465,ESP,12
32504,UDP,1
8956,ICMPv6,1
56713,UDP,1
621,ICMP,15
754,ICMP,13
598,ESP,12
975,TCP,8
964,UDP,10
842,TCP,11
831,UDP,12
31228,ICMP,1
58,ICMP,5
887,ICMP,9
446,GRE,13
579,GRE,7
57545,ESP,1
313,GRE,12
7941,TCP,1
59399,ICMP,1
13,TCP,7
53994,AH,1
200,ESP,10
333,ESP,7
843,TCP,11
832,UDP,7
63418,GRE,1
620,ICMP,10
52830,OSPF,1
886,ICMP,13
599,ESP,9
6521,ICMP,1
753,ICMP,6
466,ESP,8
965,UDP,8
976,TCP,13
710,TCP,4
27305,GRE,1
314,GRE,11
23629,ESP,1
14,TCP,9
51899,OSPF,1
447,GRE,8
57,ICMP,11
65234,UDP,1
201,ESP,14
19301,ICMP,1
38124,AH,1
711,TCP,13
700,UDP,5
844,TCP,12
27648,ICMPv6,1
44433,OSPF,1
833,UDP,12
966,UDP,9
38422,OSPF,1
977,TCP,6
64768,ESP,1
334,ESP,15
64502,ESP,1
467,ESP,12
889,ICMP,9
448,GRE,7
756,ICMP,7
57913,UDP,1
623,ICMP,14
15,TCP,7
315,GRE,9
28186,UDP,1
51331,AH,1
58157,TCP,1
701,UDP,16
712,TCP,9
834,UDP,7
845,TCP,9
622,ICMP,8
967,UDP,8
468,ESP,6
978,TCP,8
64169,UDP,1
335,ESP,11
202,ESP,7
62108,ESP,1
59,ICMP,8
59210,UDP,1
316,GRE,10
888,ICMP,8
449,GRE,10
755,ICMP,12
529,ICMPv6,6
16,TCP,9
43366,OSPF,1
14389,AH,1
65045,OSPF,1
60075,GRE,1
34820,ICMP,1
62196,IPv6,1
64643,AH,1
58074,ICMP,1
1217,AH,1
56644,ICMP,1
1960,UDP,1
60383,ICMP,1
34075,UDP,1
21551,ICMPv6,1
9971,AH,1
702,UDP,7
713,TCP,9
846,TCP,5
53258,UDP,1
835,UDP,12
336,ESP,11
469,ESP,14
203,ESP,11
758,ICMP,9
61273,GRE,1
55533,TCP,1
35185,ICMP,1
317,GRE,9
979,TCP,14
968,UDP,8
51705,TCP,1
17,TCP,7
625,ICMP,9
29049,ICMP,1
33344,ESP,1
51827,UDP,1
37228,ICMPv6,1
64592,IPv6,1
703,UDP,15
714,TCP,12
58326,IPv6,1
337,ESP,12
204,ESP,15
318,GRE,6
757,ICMP,7
18,TCP,4
969,UDP,12
847,TCP,7
836,UDP,9
55313,ICMP,1
624,ICMP,8
13170,ESP,1
58809,ICMPv6,1
65189,ICMPv6,1
55021,ESP,1
11758,AH,1
62065,IPv6,1
58297,TCP,1
338,ESP,12
205,ESP,8
43066,AH,1
627,ICMP,7
19,TCP,5
319,GRE,9
4022,ICMPv6,1
57088,UDP,1
704,UDP,9
715,TCP,10
837,UDP,13
848,TCP,5
5220,ICMPv6,1
62243,AH,1
52508,GRE,1
6471,GRE,1
339,ESP,15
206,ESP,10
7757,ICMPv6,1
716,TCP,11
705,UDP,7
838,UDP,7
849,TCP,14
51828,UDP,1
626,ICMP,15
759,ICMP,16
57800,TCP,1
80,OSPF,7
58291,TCP,1
62651,ICMP,1
36254,ICMP,1
56983,UDP,1
56994,TCP,1
207,ESP,12
49659,TCP,1
629,ICMP,8
10965,ICMP,1
63266,IPv6,1
706,UDP,8
717,TCP,8
839,UDP,8
13497,ICMPv6,1
62783,ICMP,1
54205,TCP,1
208,ESP,9
9841,AH,1
2493,IPv6,1
628,ICMP,3
707,UDP,9
718,TCP,7
65531,IPv6,1
58937,OSPF,1
11873,ESP,1
82,OSPF,12
49524,TCP,1
56863,TCP,1
62373,AH,1
1344,AH,1
54459,UDP,1
11721,GRE,1
209,ESP,8
57747,ICMPv6,1
49584,OSPF,1
1570,GRE,1
36639,IPv6,1
47249,UDP,1
9977,AH,1
708,UDP,7
719,TCP,10
58452,IPv6,1
55668,TCP,1
55576,ICMP,1
57308,AH,1
57685,ESP,1
12470,UDP,1
81,OSPF,13
49512,UDP,1
17902,ICMPv6,1
55827,IPv6,1
64894,ESP,1
10542,ESP,1
709,UDP,11
61174,AH,1
53049,ICMP,1
11613,ESP,1
93,ICMPv6,9
57567,AH,1
60277,OSPF,1
17293,ICMP,1
57384,IPv6,1
39987,ICMP,1
62683,ICMPv6,1
43238,ICMPv6,1
791,ICMPv6,17
51159,IPv6,1
781,OSPF,6
85,OSPF,9
3848,GRE,1
92,ICMPv6,8
65171,OSPF,1
480,AH,6
83,OSPF,11
2517,GRE,1
53251,UDP,1
52767,GRE,1
792,ICMPv6,10
32780,TCP,1
780,OSPF,11
57602,OSPF,1
84,OSPF,12
55394,GRE,1
14796,ICMP,1
91,ICMPv6,15
21548,OSPF,1
481,AH,3
16641,ESP,1
22540,GRE,1
43208,ICMP,1
62410,OSPF,1
55168,AH,1
1656,ICMPv6,1
793,ICMPv6,9
650,OSPF,7
16052,TCP,1
783,OSPF,12
1967,UDP,1
44406,ICMP,1
87,OSPF,6
56055,IPv6,1
22315,AH,1
90,ICMPv6,11
14245,ESP,1
482,AH,15
15894,ICMPv6,1
43490,OSPF,1
38904,IPv6,1
53382,UDP,1
794,ICMPv6,7
54149,ICMPv6,1
60285,ICMPv6,1
21992,UDP,1
782,OSPF,12
56054,IPv6,1
57662,GRE,1
86,OSPF,9
53918,ICMPv6,1
20224,ICMPv6,1
61031,ESP,1
59296,OSPF,1
43339,ICMP,1
483,AH,12
350,AH,12
14660,ICMP,1
31740,IPv6,1
97,ICMPv6,10
6675,OSPF,1
57380,IPv6,1
52716,ICMPv6,1
60098,ESP,1
7571,AH,1
661,ICMPv6,10
652,OSPF,12
785,OSPF,6
98,ICMPv6,4
20969,IPv6,1
51956,UDP,1
89,OSPF,12
484,AH,8
351,AH,9
1657,ICMPv6,1
96,ICMPv6,12
57431,AH,1
43415,UDP,1
47388,TCP,1
50416,ICMP,1
53722,ESP,1
660,ICMPv6,8
51589,ESP,1
39008,IPv6,1
651,OSPF,7
784,OSPF,10
44879,UDP,1
88,OSPF,8
352,AH,13
95,ICMPv6,12
41092,OSPF,1
50627,UDP,1
485,AH,8
13156,GRE,1
53175,ICMP,1
63393,IPv6,1
53042,ICMP,1
654,OSPF,9
26276,AH,1
521,OSPF,6
787,OSPF,8
51836,TCP,1
10838,ICMP,1
54278,ICMPv6,1
51307,GRE,1
94,ICMPv6,8
57566,AH,1
1659,ICMPv6,1
60765,IPv6,1
52942,ICMP,1
17856,AH,1
486,AH,7
220,AH,11
353,AH,7
790,ICMPv6,12
61354,ICMPv6,1
56368,AH,1
520,OSPF,5
653,OSPF,12
786,OSPF,16
10916,UDP,1
221,AH,8
171,IPv6,8
38338,ESP,1
65102,TCP,1
799,ICMPv6,8
32560,ICMPv6,1
53852,AH,1
487,AH,14
354,AH,7
532,ICMPv6,14
665,ICMPv6,5
46997,GRE,1
57991,ICMPv6,1
64036,TCP,1
46817,ICMPv6,1
656,OSPF,11
523,OSPF,11
789,OSPF,13
222,AH,9
45618,ICMPv6,1
170,IPv6,11
488,AH,9
355,AH,12
41125,UDP,1
49314,ICMPv6,1
531,ICMPv6,6
580,GRE,14
664,ICMPv6,11
50569,ICMPv6,1
522,OSPF,9
655,OSPF,12
788,OSPF,11
223,AH,8
173,IPv6,8
40638,GRE,1
489,AH,8
356,AH,15
52955,OSPF,1
49670,ICMP,1
56520,OSPF,1
64027,UDP,1
530,ICMPv6,13
663,ICMPv6,9
581,GRE,6
658,OSPF,5
525,OSPF,5
48988,IPv6,1
51635,ICMPv6,1
4949,ESP,1
64916,ICMP,1
224,AH,6
172,IPv6,11
43137,GRE,1
357,AH,9
662,ICMPv6,13
582,GRE,12
18134,ICMP,1
99,ICMPv6,8
524,OSPF,16
24080,ESP,1
24883,IPv6,1
657,OSPF,10
22784,ESP,1
61,ICMP,9
175,IPv6,7
2418,ESP,1
65106,TCP,1
225,AH,10
49089,IPv6,1
3016,UDP,1
29294,OSPF,1
43573,ICMP,2
41701,GRE,1
358,AH,11
795,ICMPv6,12
583,GRE,9
891,ICMP,9
23852,ESP,1
450,GRE,10
24624,IPv6,1
403,ICMPv6,13
536,ICMPv6,14
669,ICMPv6,7
527,OSPF,14
16912,UDP,1
50127,AH,1
39908,UDP,1
174,IPv6,12
226,AH,6
21649,ICMPv6,1
60,ICMP,15
359,AH,8
796,ICMPv6,5
980,TCP,8
470,ESP,11
584,GRE,8
451,GRE,5
33621,OSPF,1
890,ICMP,7
402,ICMPv6,10
42756,IPv6,1
535,ICMPv6,11
668,ICMPv6,9
526,OSPF,11
659,OSPF,12
35183,OSPF,1
26534,OSPF,1
63,ICMP,8
45737,OSPF,1
227,AH,8
797,ICMPv6,16
24197,GRE,1
41266,TCP,1
981,TCP,5
471,ESP,8
970,UDP,8
177,IPv6,11
25953,IPv6,1
893,ICMP,15
760,ICMP,11
585,GRE,12
452,GRE,18
47034,OSPF,1
534,ICMPv6,11
401,ICMPv6,11
667,ICMPv6,7
3729,GRE,2
62203,GRE,1
9117,UDP,1
176,IPv6,8
62,ICMP,15
529,OSPF,11
228,AH,8
59939,ESP,1
17278,UDP,1
798,ICMPv6,11
50221,GRE,1
50354,GRE,1
51990,ICMP,1
43795,TCP,1
472,ESP,6
36383,OSPF,1
22503,GRE,1
453,GRE,4
892,ICMP,13
586,GRE,4
971,UDP,9
320,GRE,13
982,TCP,12
400,ICMPv6,15
533,ICMPv6,3
666,ICMPv6,4
49260,AH,1
49393,AH,1
50567,ICMPv6,1
50793,ICMP,1
528,OSPF,9
59257,ICMP,1
20,TCP,10
24922,ESP,1
51750,OSPF,1
60379,ICMP,1
23123,UDP,1
8527,AH,1
49410,ICMP,1
473,ESP,12
179,IPv6,9
22814,ICMP,1
340,ESP,11
3763,AH,1
62059,IPv6,1
321,GRE,8
454,GRE,7
983,TCP,12
972,UDP,15
24089,ESP,1
850,TCP,11
895,ICMP,5
762,ICMP,4
229,AH,10
18160,OSPF,1
59478,TCP,1
66,ICMP,11
587,GRE,15
407,ICMPv6,8
27532,GRE,1
10,UDP,10
21,TCP,8
64,ICMP,7
48213,ICMP,1
25521,UDP,1
341,ESP,13
474,ESP,10
63534,GRE,1
46580,IPv6,1
178,IPv6,10
64455,IPv6,1
761,ICMP,4
984,TCP,13
322,GRE,11
973,UDP,5
840,UDP,12
851,TCP,4
894,ICMP,14
406,ICMPv6,10
22068,TCP,1
539,ICMPv6,8
65,ICMP,11
588,GRE,9
52780,AH,1
23836,GRE,1
455,GRE,13
22,TCP,6
11,UDP,7
27438,AH,1
11890,GRE,1
475,ESP,14
51582,AH,1
342,ESP,8
54306,UDP,1
974,UDP,7
985,TCP,9
631,ICMP,12
28508,AH,1
61446,ICMP,1
897,ICMP,13
764,ICMP,9
841,UDP,8
852,TCP,8
49678,ICMP,1
49545,ICMP,1
28325,IPv6,1
538,ICMPv6,13
405,ICMPv6,16
65362,TCP,1
63098,TCP,1
323,GRE,6
589,GRE,11
68,ICMP,7
456,GRE,14
65520,IPv6,1
53107,UDP,1
12,UDP,6
23,TCP,17
343,ESP,7
29655,IPv6,1
476,ESP,7
210,ESP,12
